"id","title","location","date","price","currency","beds","description","image_url"
156,"2 Bedroom, 1 Bathroom Apartment for Rent - 100 Parkway Forest Dr","City of Toronto","2022-09-09",2729,"$","2","These large, pet friendly 1, 2 and 3 bedroom suites are beautifully and functionally designed, and outfitted with stainless steel appliance and private balconies. Located in Parkway Forest near Don ... Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e0/e080f0af-d0ea-40cc-87a7-41f8b0cb8bb6?rule=kijijica-96-jpg"
157,"PROMO! 1 Bedroom| Wellesley Village |Save $3000-$3500 if you APP","City of Toronto","2022-09-09",2179,"$","1","Incredible SUMMER discounts for you!!! Move-in on or before September 1 and get 1-month free! 1 MONTH FREE - FOR A LIMITED TIME ONLY! Final Days of this incredible offer, call us today and do not ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/48/48f2ee64-ea37-4488-9fbf-24e84f3d606f?rule=kijijica-96-jpg"
158,"Toronto Yorkville Downtown Apartment for Rent","City of Toronto","2022-09-09",0,"N/A","1","Fantastic Bloor Street Location (388 Bloor Street East) In Rosedale With Great Value Available From October 1st. Spacious & Bright One Bedroom W/ Ample Storage Like The Walk-In Closet & Locker. Two ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a7/a790d795-8a93-47e7-8860-cd4a5cbc3623?rule=kijijica-96-jpg"
159,"High level yonge and sheppard 1 bedroom condo rental","City of Toronto","2022-09-09",2300,"$","1","Luxury 1 bedroom high floor unit. 9' ceiling. Conveniently located just steps from Sheppard and Yonge. S/S Appliances. 1 Parking spot and 1 locker. App Requirement: No pet, non-smoker, first and ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ef/ef39cb9e-a49d-49d6-9ac2-2d7dd8b4cfce?rule=kijijica-96-jpg"
160,"House for lease in Innisfil","City of Toronto","2022-09-09",0,"N/A","4","This Family Favourite Is Finished From Top To Bottom And Recently Updated! The Layout Is Sure To Please With Elegant Sunlit Living And Dining Room Combination Modern Kitchen With Quartz Countertops ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/02/021551bd-391e-4bf2-9aad-0a6bc7b512ce?rule=kijijica-96-jpg"
161,"3 bed Basement for rent","City of Toronto","2022-09-09",1450,"$","3","3 bedroom basement for rent in scarborough major intersection Markham road and lawrance just few minutes walk to bus stop ,banks ,malls, schools and grocery stores.Hardwood floor,tiled in kitchen and ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3b/3b769adf-06c3-4a67-aac3-a706e5c23395?rule=kijijica-96-jpg"
162,"Apartment for Rent Above Ground with Large Patio, All Year BBQ","City of Toronto","2022-09-09",2750,"$","1","Apartment for Rent Luxury in the 401/Kingston Rd area in Scarborough. Very close to all TTC, GO Train, shopping. 10 minutes away from University Of Toronto, Centennial College Campuses. Very quiet ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/34/34cfc8e2-db51-48f1-b557-5bbbd849abfd?rule=kijijica-96-jpg"
163,"Downtown new 1 bedroom condo","City of Toronto","2022-09-09",2600,"$","1","This one-year-old condo is located in the heart of the city. With its high-end condos, abundant green space, parks, and historic sites, Fort York is a safe downtown neighborhood. Gorgeous ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e5/e58d655f-6148-4de0-8bc4-3de5c1d408cd?rule=kijijica-96-jpg"
164,"85-95 Gamble Ave. - 2Br. ""Newly Renovated Suites""","City of Toronto","2022-09-09",2200,"$","2","Apartment for Rent in Toronto managed by Q Residential Ask about our Parking Promotion!!! Key Property Details Beautiful & Well Maintained Building Spacious living room & Plenty of closet space ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/52/52d74bd4-486b-4861-88b7-19e3c39911d9?rule=kijijica-96-jpg"
165,"1 Bedroom Apartments for Rent on Bathurst Street","City of Toronto","2022-09-09",1932,"$","1","Join Us for Our In-person Open House Every Tuesday, from 4 pm - 6 pm. Call Now to Reserve Your Spot! With easy access to Hwy 401, these Bachelor, 1, and 2 Bedroom apartment rentals offer great access ... Join Us for Our In-person Open House Every Tuesday, from 4 pm - 6 pm. Call Now to Reserve Your Spot!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/79/79dab2c9-f102-412d-aa98-1122a2ed951e?rule=kijijica-96-jpg"
166,"2 Bedroom Apartments for Rent on Bathurst Street, North York","City of Toronto","2022-09-09",2170,"$","2","Key Features Professionally Managed by Landlord Property and Rental Management Inc. Newly Renovated Functional floorplan Hardwood Flooring throughout Galley-style kitchen with fridge and stove Nicely ... Apartments in Toronto for Rent!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/76/76233a67-7d87-41c4-a7c9-865d5ef9c0e2?rule=kijijica-96-jpg"
167,"2 Bedroom Apartments for Rent in Toronto","City of Toronto","2022-09-09",2332,"$","2","***Join us for our Open House Every Wednesday From 4:00 pm - 6:00pm*** *Enjoy a $500 Gift Card Conditions May Apply. Contact us for Details.* Ideally situated just off HWY 401, this great location is ... Ask About our Rental Incentive!","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
168,"1 Bedroom Apartments for Rent in Toronto","City of Toronto","2022-09-09",1874,"$","1","***Join us for our Open House Every Wednesday From 4:00 pm - 6:00pm*** *Enjoy a $500 Gift Card Conditions May Apply. Contact us for Details.* Ideally situated just off HWY 401, this great location is ... Ask About our Rental Incentive!","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
169,"1 Bedroom Apartments for Rent in Toronto","City of Toronto","2022-09-09",1842,"$","1","*Join Us for Our Open House Every Wednesday from 4:00-6:00 pm* Ideally situated just off HWY 401, this great location is surrounded by Clanton and Earl Bales Parks. It is the perfect rental in North ... Ask About our Rental Incentive!","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
170,"1 Bedroom Apartments for Rent on Bathurst Street, North York","City of Toronto","2022-09-09",1850,"$","1","Key Features Professionally Managed by Landlord Property and Rental Management Inc. Newly Renovated Functional floorplan Hardwood Flooring throughout Galley-style kitchen with fridge and stove Nicely ... Apartments in Toronto for Rent!","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
171,"2 Bedroom Apartments for Rent on Bathurst Street","City of Toronto","2022-09-09",2399,"$","2","Join Us for Our In-person Open House Every Wednesday & Friday, from 4pm to 6pm. Call Now to Reserve Your Spot! Experience the charm of this historic three-story Toronto apartment building with a ... 1 Month FREE on 13 Month Lease","https://media.kijiji.ca/api/v1/ca-prod-statics/images/29/29f7c3e0-9161-4591-8629-9d078987cabe?rule=kijijica-60-jpg"
172,"Basement Markham","City of Toronto","2022-09-09",1650,"$","2","Basement In High Desirable Community In Markham. Separate Enterance Ideal for a single individual or couple that are Working professionals 2 Bedrooms ,1 Washroom , Excellent Location For Transit ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
173,"2 Bedroom Condo for rent (DOWNTOWN TORONTO)","City of Toronto","2022-09-09",3500,"$","2","Beautiful Luxury Condo In The Heart Of The Downtown Core! 2 Bedrooms With 2 Full Washrooms! Welcome To Infinity T'S Astro Unit! This Is One Of The Largest 2+Den Units In The Entire Building Boasting ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
174,"Parkdale Bachelor Apartment for Rent - 140 Jameson Avenue","City of Toronto","2022-09-09",1549,"$","Bachelor/Studio","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
175,"Parkdale 1 Bedroom Apartment for Rent - 140 Jameson Avenue","City of Toronto","2022-09-09",1899,"$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/02/02dd47ba-32b3-4416-baf7-4fa2d1686fa1?rule=kijijica-96-jpg"
176,"Parkdale 2 Bedroom Apartment for Rent - 90 Jameson Avenue","City of Toronto","2022-09-09",2349,"$","2","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/66/66931a6d-bf8e-4ecf-9c9c-8564ed50a1e3?rule=kijijica-96-jpg"
177,"Parkdale 1 Bedroom Apartment for Rent - 146 Jameson Avenue","City of Toronto","2022-09-09",1849,"$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c0/c0319dac-ce5d-4fd1-9777-6fcba29f64a7?rule=kijijica-96-jpg"
178,"Parkdale Bachelor Apartment for Rent - 90 Jameson Avenue","City of Toronto","2022-09-09",1599,"$","Bachelor/Studio","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/4c/4c74fcd7-994d-4d36-bf46-cf75a6ab6ba2?rule=kijijica-96-jpg"
179,"Jameson and Lakeshore Parkdale 1 Bedroom Apartment for Rent - 90","City of Toronto","2022-09-09",1949,"$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/96/964694d0-49c2-48e4-8ab0-6b41593ea77c?rule=kijijica-96-jpg"
180,"FULLY RENOVATED LARGE 1 BR APARTMENT","City of Toronto","2022-09-09",1700,"$","1","Take a chance because there are only two 1 BR. Apartments on the entire floor laundry as well. The Building is in exclusive environments, with many types of Shops and Ristorantes also only 2 minutes ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/86/86438529-926d-4107-8dd3-e79bc38c536b?rule=kijijica-96-jpg"
181,"NEW |  Renovated 1 Bedroom Apartment | Call Today!","City of Toronto","2022-09-09",2239,"$","1","Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free rent for October on Select suites Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free ... Incentives, Virtual Tours &amp; Incredible Suites! Call Today.","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
182,"Beautiful Bachelor Apartment Available Downtown Toronto!","City of Toronto","2022-08-13",1550,"$","Bachelor/Studio","This building has a truly spectacular view! Large balconies with stunning views of the Toronto skyline. Perfect for entertaining. Most units have stainless steel appliances incl. over the range ... 2 storey one bedroom 2 large balconies stunning views of the Toronto TTC Transit close by newly constructed Perfect for entertaining All new stainless steel appliances incl. over the range dishwasher Stunning open riser staircase hardwood Downtown","https://media.kijiji.ca/api/v1/ca-prod-statics/images/a8/a83f2c03-d7d9-42a7-8578-b8d3e57f5848?rule=kijijica-60-jpg"
183,"Renovated Modern Jr. 1 Bedroom","City of Toronto","2022-09-09",1995,"$","1","Lakeview Towers Located at 22 Close Avenue (King & Dunn) Apartment Features: 510-659 SQ FT Renovated kitchen Freshly painted Parquet flooring Large balcony with incredible views Ample closet space ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
184,"One bedroom apartment In Upper Beaches Kingston Rd and Main St","City of Toronto","2022-08-28",1800,"$","1","One Bedroom apartment above commercial building , recently painted/renovated Upper beaches area on Kingston Rd at Main st Water included tenant must pay electricity Available October 1 or September ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
185,"BUY WITH ZERO DOWN, 5% OR RENT TO OWN PROGRAM","City of Toronto","2022-09-03",0,"N/A","4","****Buy Any house with Zero Down or Rent-To-Own Program or 5% or 10% down payment based on your qualifications For Buyers -Buy House with Zero Down Payment Program -RENT-TO-OWN Program* -Buy House ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
186,"Cozy bright basement near Ossington and Bloor- gardening  option","City of Toronto","2022-09-09",1320,"$","1","Looking for a quiet tenant for this clean and cozy, bright, renovated one bedroom basement apartment. Features separate entrance from front of house, high ceilings, full kitchen, and four piece bath. ...","https://media.kijiji.ca/api/v1/ca-prod-statics/images/0c/0c0f38ef-6d6d-4a35-9796-1104ca4ad815?rule=kijijica-60-jpg"
187,"Forest Hill Bachelor Apartment For Rent At Avenue & St. Clair","City of Toronto","2022-09-09",1700,"$","Bachelor/Studio","Unfurnished large bachelor apartment in the prestige Forest Hill neibourhood at Avenue & St. Clair! Very bright with large windows overlooking Forest Hill. Very clean and safe. Streetcar station at ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
188,"North York Spacious 2 bedroom Apt Steps to Glencairn Subway Stn","City of Toronto","2022-09-09",2400,"$","2","Available to move in NOW! Spacious Unfurnished 1600 squares foot 2-bedroom apartment in the lower level of a custom-build house. Lots of windows and lights. High ceiling. Heated flooring. Central ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
189,"One bedroom basement unit separate entrance","City of Toronto","2022-09-09",950,"$","1","I have one bed room basement unit near warden subway station , Eglington town Center for rent , start immediately. You have separated Entre, own kitchen, living room , washroom, need one year lease , ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
190,"Basement apt at Kennedy/Eglinton","City of Toronto","2022-09-09",1200,"$","1+Den","Basement apartment available on the Kennedy and Eglinton area. It’s in walking distance to stores, restaurants, schools, park and Kennedy Station. One large bedroom with a large living room with ...","https://media.kijiji.ca/api/v1/ca-prod-statics/images/94/94d7dd09-631b-47d2-a6db-458897d3f7a0?rule=kijijica-60-jpg"
191,"3 bedroom, 1 bathroom newly renovated main floor unit","City of Toronto","2022-09-09",2400,"$","3","Newly renovated 3 bedrooms, 1 bath main floor unit in a legal duplex is available for rent in St. Catharines. Spacious open concept kitchen with new appliances, separate place for dining and sun room ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
192,"3 bedroom detached main house for rent in Pickering","City of Toronto","2022-09-09",2800,"$","3","3 large size bedrooms, eat in kitchen and large living/dining room Walking distance to schools, plaza, library and Pickering town centre, 401 Kingston & Liverpool intersection Separate entrance legal ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fc/fcb356a3-a5ec-430e-99e3-59ac2ac181f2?rule=kijijica-96-jpg"
193,"Downtown 2 Bedrooms Apartment for Rent - 191 Sherbourne Street","City of Toronto","2022-09-09",2575,"$","2","Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.(289) 277 7008Virtual Open House: View our units by clicking ... Beatifully renovated large apartments for rent Dowtown Toronto","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/cf/cfa75a5d-0a3c-4b33-861d-6ab42dd7b0f9?rule=kijijica-96-jpg"
194,"Downtown 2 Bedroom Apartment for Rent - 201 Sherbourne Street","City of Toronto","2022-09-09",2575,"$","2","Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 699-1574Virtual Open House: View our units by clicking ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ab/ab74a6b8-23e0-43b6-8e9f-7b5813454800?rule=kijijica-96-jpg"
195,"SPACIOUS AND RENOVATED BASEMENT APT (FURNISHED) AVAILABLE (RENT)","City of Toronto","2022-09-09",1200,"$","1","Furnished BASEMENT ONE BEDROOM APARTMENT is available From March 1, for rent in Prime Location in house (ST. CLAIR/LANSDOWNE) Available NOVEMBER FIRST, 2022, All Utilities included. IDEAL FOR Couple, ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/77/77471eaa-d457-47b4-896d-b4f4b1696d3d?rule=kijijica-96-jpg"
196,"One full size room for rent","City of Toronto","2022-09-09",1000,"$","Bachelor/Studio","One room, in the main floor, with a small sun room, separate entrance, it's beautiful room with lots of space , super privacy,and clean attached with washroom,big room, furnished, no kitchen, ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/bf/bf5d0afe-df26-4011-94ab-1cb9f96d069b?rule=kijijica-96-jpg"
197,"1 bedroom apartment - All Inclusive - Oct 1st","City of Toronto","2022-09-09",1500,"$","1","All inclusive, Bright Lower level 1 bedroom apartment featuring 6’8” ceiling height, pot lights, air conditioning, sound proofing, updated bathroom, and shared use of the backyard with my family ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/86/86699fe9-4670-4333-873e-d5bd9b899be3?rule=kijijica-96-jpg"
198,"Luxury 1+1 condo for rent - steps to STC, TTC, RT, and 401!","City of Toronto","2022-09-09",2600,"$","1+Den","50 Brian Harrison Way - One bedroom plus den(could be used as office/second bedroom), one washroom unit available for rent. Large balcony with a great north North View. Includes 1 parking spot and 1 ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/11/1113f777-5540-46f5-92ac-54f0586ecb97?rule=kijijica-96-jpg"
199,"3 Bedroom House - Apartment, main floor","City of Toronto","2022-09-09",2600,"$","3","3 bedrooms, 1 bathroom on main floor of bungalow house. Hardwood and tile floors (no carpet). Clean and recently updated washroom. NON -SMOKING PROPERTY. NO PETS. Good for a professional couple. ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/20/209da70e-e76c-4d7a-a258-bfd9604f139c?rule=kijijica-96-jpg"
